title,author,author_bio,writing_location,nationality,active_city,lat,lon,year,field,summary,tags
Dhuoda's Liber Manualis 杜奥达手册,Dhuoda of Septimania 杜奥达,"公元9世纪加洛林王朝法兰克贵妇(约803-844),Bernard of Septimania伯爵之妻。在丈夫与儿子William被强制与她分离后,她以拉丁文写下一部教育手册寄给远方的儿子,是中世纪欧洲现存最早由女性写作的世俗教育文献。","Uzès, Septimania",Frankish Empire 法兰克帝国,Uzès 于泽斯,44.0125,4.4194,843,教育/伦理,"杜奥达在丈夫忙于政治、长子被作为人质送往查理曼之孙的宫廷、次子被强制取走仅14个月大后,孤独地从公元841年开始写作这部寄给15岁长子威廉的拉丁文教育手册。全书73章,内容涵盖宗教信仰、伦理修养、政治忠诚、家族义务、读书、祈祷,以及个人哀痛——她身体多病、家庭离散、不知能否再见儿子。她在文末请求儿子若母亲已死,请为我祷告。本书是中世纪欧洲现存最早由女性写作的世俗教育与伦理文献,以一位被遗忘在边缘的母亲之声,呈现加洛林王朝政治震荡下个人的精神世界,具有不可替代的历史与文学价值。",中世纪早期; 中世纪欧洲; 伦理; 婚姻; 母性
The Kassia Hymns 卡西娅赞美诗,Kassia 卡西娅,"公元9世纪拜占庭女诗人、修女与作曲家(约810-865),出身君士坦丁堡贵族。曾被选入皇帝Theophilos的选妃宴会,因机智回答君主而失宠,遁入修道院,创办女修道院,以希腊文写作大量赞美诗与世俗格言诗,是东正教礼仪中至今仍在传唱的女作曲家。",Constantinople,Byzantine Empire 拜占庭帝国,Constantinople 君士坦丁堡,41.0084,28.9786,850,诗歌/赞美诗,"卡西娅最著名的作品是《罪妇赞美歌》(Troparion of Kassiani),至今仍在东正教圣周三晚祷中咏唱。她以福音书中那位用泪水与香膏为耶稣洗脚的罪妇为第一人称,写出一首充满悔罪、欲望、救赎交织的抒情独白:谁能丈量我罪的海洋?我以发为巾,以泪为浆。她还写了约50首署名赞美诗与众多格言诗,后者反映拜占庭9世纪贵族女性的尖锐世故:女人比火更可怕;贫穷比黑死病更可怕。她创办自己的修道院,担任院长直至去世。她是东正教礼仪音乐中至今仍被传唱的极少数女作曲家之一,也是拜占庭文学最杰出的女性声音。",中世纪早期; 拜占庭; 诗歌; 赞美诗; 宗教女性; 精神解脱
Yu Xuanji's Tang Poems 鱼玄机诗,Yu Xuanji 鱼玄机,"唐代女诗人(约844-871),长安人。初为李亿妾,被遣弃后入咸宜观为道姑。性格放达,与温庭筠等诗人有交往。25岁因怒杀婢女绿翘被处死。《全唐诗》收其诗50首,是唐代最具个性的女诗人之一。","Chang'an, Tang China",China 中国,Chang'an (Xi'an) 长安(西安),34.342,108.9402,868,诗歌,"鱼玄机的诗以情爱、孤独、对女性命运的反思为主题,以坦率与犀利著称。最有名的一首《赠邻女》:易求无价宝,难得有心郎。点出唐代女性面对情感与制度的双重困境。她在咸宜观为道姑后,继续与文人交往,留下《游崇真观南楼睹新及第题名处》一首,直接写自怨女子无缘科举之憾——这是中国诗歌史上罕见的女性公开抗议性别限制的作品。她25岁被处死(因怒杀婢女),围绕此案的法律记录与文学传说成为唐代最具悲剧色彩的女作家事件之一。她代表唐代后期女性如何借助道教进入相对自由的社交空间,但也面对一旦越界即被剥夺生命的暴力惩罚——她的诗作和命运成为中国传统社会性别问题最尖锐的案例之一。",中世纪早期; 古代中国; 诗歌; 爱情; 性别批判
Ono no Komachi's Waka 小野小町和歌,Ono no Komachi 小野小町,"日本平安初期女歌人(约825-900),六歌仙之一,三十六歌仙之一。出身贵族,与僧正遍昭、在原业平同时代,以容貌与才华闻名,后世以小町作为美女代称。约18首和歌保存于《古今和歌集》,留下大量传说但生平细节多为后人添附。",Heian-kyō (Kyoto),Japan 日本,Kyoto 京都,35.0128,135.7694,870,和歌,"小野小町的和歌以梦、容颜易逝、孤独的爱情为核心主题,语言精雅而情感锋利。最著名的几首包括:花的颜色,已经在长长的春雨之中消褪了——我也是,只为思念世事而徒然地老去(花の色は移りにけりないたづらに我が身世にふるながめせしまに);也有以梦中相见胜过现实的歌:思忆着他入睡,因此他出现在梦中——若知如此,我宁可永不醒来。她代表平安初期女性如何在六歌仙这种最高诗坛地位中占有一席之地,以一种带有禅意的、对青春消逝与情感虚幻的清醒书写,开创日本文学中物哀(mono no aware)美学的早期范式。她的影响延续整个日本文学史,后世小说、能剧、绘画、现代诗中她的形象不断被重写。",中世纪早期; 古代日本; 和歌; 爱情
Rabia Balkhi's Persian Verses 拉比尔·巴尔希波斯语诗,Rabia Balkhi رابعه بلخی,"公元10世纪呼罗珊(今阿富汗)波斯语女诗人(约fl.940),阿拉伯裔贵族家庭出身,父亲为萨曼王朝Naṣr II治下的Khorasan地方首领。被誉为新波斯语文学第一位有名可考的女诗人,与开创者鲁达基同时代。传说她爱上奴隶Bektash,被兄长锁入浴室,以血在墙上写下最后的诗篇而死。","Balkh, Khorasan",Samanid Empire (Afghanistan) 萨曼王朝,Balkh 巴尔赫,36.7581,66.8961,940,诗歌,"拉比尔以新波斯语写作短诗,部分掺杂阿拉伯语的伊斯兰证词词组(shahāda),展示新波斯文学诞生之初语言交融的实验性。流传下来的诗篇大多为短小的爱情ghazal,主题为对所爱的执着与神秘主义化的情欲——她对奴隶Bektash的爱后来被苏菲诗人重塑为对真主之爱的隐喻。著名诗句:我被爱所困,陷得太深,无人能救我;我爱你的灵魂——如何能脱身?后世苏菲诗人阿塔尔在《神秘故事集》中以她的悲剧故事作为殉道于爱的典范,使她成为半神话化的形象。她的存在标志着新波斯语文学诞生之初便有一位女性参与其中,是与男性诗人鲁达基并列的奠基者。",中世纪早期; 波斯; 诗歌; 爱情; 内在生命; 殉道
Hua Rui Furen's Palace Poems 花蕊夫人《宫词》,Lady Huarui 花蕊夫人(徐惠/费氏),"五代十国后蜀皇帝孟昶贵妃(约fl.940-965),姓徐(一说费氏),以宫词150首闻名。后蜀亡国后被宋太祖纳入宫,因怀念故国留下著名《国亡诗》:十四万人齐解甲,宁无一个是男儿。","Chengdu, Later Shu",China 中国,Chengdu 成都,30.573,104.067,960,诗歌,"花蕊夫人的《宫词》共150首,以七言绝句逐一描绘后蜀皇宫的日常细节:晨起妆梳、御花园、皇上巡视、宫人对弈、舞乐演练、四季节令、夜雨独眠。她以一种几乎纪录片式的细致,记录后蜀皇宫的奢华与短暂的歌舞升平。后蜀于965年被宋朝灭,她被掳至开封进入赵匡胤宫廷。在被问到故国时,她写下著名的《国亡诗》:君王城上竖降旗,妾在深宫那得知?十四万人齐解甲,宁无一个是男儿。短短四句,以一个亡国女子的口吻,反讽地批判十四万后蜀守军不战而降。这首诗成为中国文学史上女性以最锋利的方式介入军事/政治评论的稀见杰作,与她的宫词系列构成女性书写从内廷细节到国家批判的完整谱系。",中世纪早期; 古代中国; 诗歌; 战争
Hrotsvitha's Plays 赫罗斯维塔戏剧集,Hrotsvitha of Gandersheim 赫罗斯维塔,"公元10世纪德意志萨克森修女作家(约935-1002),Gandersheim女修道院的修女。被誉为基督教第一位剧作家、阿尔卑斯山以北第一位女性史诗作者、欧洲中世纪最早由女性撰写的拉丁文戏剧作者。她在奥托王朝的文化复兴中复活了古典戏剧形式。","Gandersheim, Saxony",Holy Roman Empire 神圣罗马帝国,Gandersheim 甘德斯海姆,51.8717,10.0269,970,戏剧/拉丁文学,"赫罗斯维塔模仿古罗马剧作家Terence的喜剧结构,创作了六部基督教题材的拉丁文戏剧:《加利卡努斯》《杜尔西提乌斯》《卡利马库斯》《亚伯拉罕》《帕福努提乌斯》《信、望、爱》。她明言自己看不惯Terence笔下放荡的异教妇女,要以基督教殉教贞女取而代之:在她的剧中,贞女们机智雄辩、智胜暴政,以言辞与信仰挫败迫害者。她还写有8首叙事诗、2首史诗(关于奥托一世与Gandersheim修道院的建立)。她是基督教历史上第一位剧作家、阿尔卑斯以北第一位女史诗作者、欧洲现存最早由女性撰写的拉丁文戏剧作者,展现奥托王朝时期女修道院作为知识中心的核心地位。",中世纪早期; 古罗马; 戏剧; 拉丁文学; 宗教女性; 殉道
Saigu nyogo's Poems 斋宫女御和歌,Saigū no Nyōgo 斋宫女御,"日本平安中期女歌人(929-985),村上天皇女御,本名徽子女王。三十六歌仙之一。曾任伊势神宫斋宫,后入村上天皇宫,以和歌与琴艺闻名。",Heian-kyō (Kyoto),Japan 日本,Kyoto 京都,35.0126,135.7692,970,和歌,"徽子女王早年作为伊势神宫斋宫,在伊势山脚下度过孤独的斋戒岁月,留下大量孤独沉思的和歌。归京后入村上天皇宫廷,与天皇、丈夫之间的歌信交流被《后撰集》《拾遗集》等多部敕撰和歌集收录。她的诗风秀雅含蓄,擅以景物寄托幽情:伊势海岸的潮声、月下的松涛、深秋归乡途中的萧瑟。她也以琴艺著称——琴与诗的交织在平安朝构成女性贵族最高级的修养。她代表平安中期皇室女性如何以和歌记录从宗教斋戒、宫廷恋爱到中年退隐的全部人生,与赤染卫门、和泉式部、紫式部一同支撑起平安女性诗歌的群星。",中世纪早期; 古代日本; 和歌; 宫廷女性; 婚姻
The Kagerō Diary 蜻蛉日记,Michitsuna no Haha 道纲母,"日本平安中期女作家(约935-995),藤原伦宁之女,藤原兼家之妾,藤原道纲之母。真实姓名不详,后世以儿子名相称。被誉为日本第一位以散文写下女性自传的女作家,所著《蜻蛉日记》对其后的《源氏物语》产生直接影响。",Heian-kyō (Kyoto),Japan 日本,Kyoto 京都,35.012,135.7686,974,日记/自传,"本书分三卷,跨越她与丈夫兼家21年的婚姻生活。她出身中级贵族,以美貌与才情被位高权重的兼家求娶为妾,但兼家正室与其他妾室众多,她长期被冷落。日记中她坦率地记录嫉妒、孤独、对丈夫流连他处的怨愤、对幼子道纲成长的担忧、以及一次次失望与短暂的和解。她使用平假名而非汉字,以一种几乎前所未有的内省深度,描绘一夫多妻制下中等贵族女性的情感困境。本书是日本日记文学(nikki bungaku)体裁的奠基之作,被《源氏物语》《枕草子》直接吸收和发展,塑造了平安朝女性自传叙事的范式。题名蜻蛉(蜉蝣)取自卷末歌句,自喻人生如朝生暮死的虫子。",中世纪早期; 古代日本; 日记; 自传; 婚姻
Sei Shōnagon's The Pillow Book 清少纳言《枕草子》,Sei Shōnagon 清少纳言,"日本平安中期女随笔家(约966-1025),清原元辅(三十六歌仙之一)之女。一条天皇皇后定子的女房,以汉学修养与机智辩才闻名。《枕草子》是日本随笔文学之祖,与紫式部《源氏物语》、鸭长明《方丈记》并列为平安散文三大杰作。",Heian-kyō (Kyoto),Japan 日本,Kyoto 京都,35.013,135.7696,1001,随笔,"《枕草子》成书于993-1001年间,是平安朝最具个性的散文集,由约300段不同长度的章节构成。最著名的形式是清单(类聚章段):令人讨厌的事、令人愉悦的事、应该高大之物、应该短小之物。开篇春は曙(春,曙时为最美)以四季四时之美开篇,成为日本美学的奠基段落。她记录在皇后定子身边的宫廷生活——节令仪式、雪夜茶炉、汉学问答、男女交往、宫女间的对答。她以尖锐的眼光与高度自信,展示一位才女如何在男性主导的宫廷文化中以汉学知识与机智对答赢得地位。她对世俗细节的精微观察、对美丑判断的果断、对自身才能的自豪——这些都使《枕草子》成为日本随笔传统的源头,与同时代紫式部《源氏物语》以小说体写就的庞大叙事形成鲜明对照。",中世纪; 古代日本; 随笔; 宫廷女性; 哲学对话
Izumi Shikibu Diary 和泉式部日记,Izumi Shikibu 和泉式部,"日本平安中期女歌人(约976-?),大江雅致之女。先嫁橘道贞,后与皇族敦道亲王相恋,亲王早逝后入彰子中宫女房,与紫式部、赤染卫门共事。中古三十六歌仙之一,被誉为平安时代最伟大的女歌人之一,留下242首和歌与两部歌集。",Heian-kyō (Kyoto),Japan 日本,Kyoto 京都,35.0116,135.7682,1003,日记/和歌,"本作以第三人称(以女子为称)叙述,实为和泉式部本人对她与敦道亲王恋情的回忆。先前与亲王之兄为尊亲王恋爱,亲王早逝后,她接到弟弟敦道亲王送来的橘花一枝,以此为媒介开始书信往来。一段相互试探的歌信对答之后,亲王夜访她家。两人陷入热恋,亲王最终将她接入府邸同居,引发宫廷议论。日记停在恋人入府之前,后续未写——亲王不久也英年早逝。书中浓密交错130余首和歌,展现一位敢于直面情欲、不为流言所动的女性,在平安朝礼教森严的宫廷中以诗与爱情的真实彻底自我书写,被誉为平安朝最大胆与抒情兼具的女性日记文学。",中世纪; 古代日本; 和歌; 日记; 爱情; 内在生命
Diary of Lady Murasaki 紫式部日记,Murasaki Shikibu 紫式部,"11世纪日本平安时代女作家(约973-1014),中级贵族出身,曾任皇后藤原彰子的侍女。以汉学修养撰写《源氏物语》,被誉为世界上第一部长篇小说。本日记是她另一部传世作品,以女假名记录她在彰子身边的宫廷生活。",Heian-kyō (Kyoto),Japan 日本,Kyoto 京都,35.0118,135.7684,1009,日记/和歌,"紫式部以女假名写成的散文日记,记录她作为彰子中宫女房在宫廷的生活,主要时间为1008至1010年。最大篇幅描写中宫彰子产下后一条天皇后嗣敦成亲王(后来的后一条天皇)的诞生庆典——服饰、仪式、彻夜灯火、贵族饮宴。穿插在仪式记录之间是她对同代女房的尖锐评论:嘲讽清少纳言夸耀汉学的浅薄、批评和泉式部的轻佻但承认其和歌之才、欣赏赤染卫门的稳重。书中还含一封长信式段落,反思一位才女在宫廷中应如何掌握分寸——既不显学问以惹人嫉,又不愿伪装愚钝。本日记是研究平安女性写作环境与女性社群关系最珍贵的第一手史料。",中世纪; 古代日本; 和歌; 日记; 宫廷女性
